No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,season,time_of_day
3822,2010,6,9,5,,13,20.0,1014.0,cv,0.89,0,0,Summer,Night
3823,2010,6,9,6,,14,20.0,1015.0,NE,0.89,0,0,Summer,Night
3824,2010,6,9,7,,14,23.0,1015.0,NW,1.79,0,0,Summer,Morning
3825,2010,6,9,8,,13,24.0,1015.0,NW,3.58,0,0,Summer,Morning
3826,2010,6,9,9,,12,26.0,1015.0,NE,1.79,0,0,Summer,Morning
3827,2010,6,9,10,,11,28.0,1015.0,cv,1.79,0,0,Summer,Morning
3828,2010,6,9,11,,11,28.0,1015.0,cv,3.58,0,0,Summer,Morning
3829,2010,6,9,12,,11,29.0,1015.0,cv,5.37,0,0,Summer,Morning
3830,2010,6,9,13,,11,30.0,1013.0,SE,1.79,0,0,Summer,Afternoon
3831,2010,6,9,14,,10,30.0,1013.0,cv,3.13,0,0,Summer,Afternoon
3832,2010,6,9,15,,11,31.0,1013.0,cv,4.02,0,0,Summer,Afternoon
3833,2010,6,9,16,,10,32.0,1012.0,SE,3.13,0,0,Summer,Afternoon
3834,2010,6,9,17,70.0,11,30.0,1012.0,SE,7.15,0,0,Summer,Afternoon
3835,2010,6,9,18,60.0,13,29.0,1012.0,SE,11.17,0,0,Summer,Afternoon
3836,2010,6,9,19,41.0,13,28.0,1013.0,SE,15.19,0,0,Summer,Evening
3837,2010,6,9,20,40.0,12,26.0,1013.0,SE,19.21,0,0,Summer,Evening
3838,2010,6,9,21,32.0,11,25.0,1014.0,SE,22.34,0,0,Summer,Evening
3839,2010,6,9,22,51.0,12,24.0,1014.0,SE,24.13,0,0,Summer,Evening
3840,2010,6,9,23,42.0,13,22.0,1014.0,cv,0.89,0,0,Summer,Evening
3841,2010,6,10,0,42.0,12,23.0,1014.0,SE,1.79,0,0,Summer,Night
3842,2010,6,10,1,38.0,12,22.0,1013.0,SE,2.68,0,0,Summer,Night
3843,2010,6,10,2,43.0,12,21.0,1013.0,SE,4.47,0,0,Summer,Night
3844,2010,6,10,3,63.0,13,21.0,1013.0,SE,5.36,0,0,Summer,Night
3845,2010,6,10,4,63.0,13,22.0,1013.0,cv,0.89,0,1,Summer,Night
3846,2010,6,10,5,62.0,16,21.0,1014.0,NW,3.13,0,2,Summer,Night
3847,2010,6,10,6,60.0,16,20.0,1015.0,NW,4.92,0,3,Summer,Night
3848,2010,6,10,7,46.0,16,20.0,1015.0,NW,8.05,0,4,Summer,Morning
3849,2010,6,10,8,41.0,16,19.0,1015.0,NW,12.07,0,5,Summer,Morning
3850,2010,6,10,9,42.0,16,20.0,1015.0,NW,15.2,0,0,Summer,Morning
3851,2010,6,10,10,39.0,16,20.0,1014.0,NW,20.12,0,0,Summer,Morning
3852,2010,6,10,11,36.0,15,21.0,1014.0,NW,24.14,0,0,Summer,Morning
3853,2010,6,10,12,34.0,16,21.0,1014.0,NW,25.93,0,0,Summer,Morning
3854,2010,6,10,13,47.0,15,22.0,1013.0,NW,29.06,0,0,Summer,Afternoon
3855,2010,6,10,14,36.0,15,22.0,1013.0,NE,3.13,0,0,Summer,Afternoon
3856,2010,6,10,15,40.0,14,23.0,1012.0,SE,3.13,0,0,Summer,Afternoon
3857,2010,6,10,16,35.0,14,24.0,1012.0,SE,6.26,0,0,Summer,Afternoon
3858,2010,6,10,17,38.0,14,24.0,1012.0,SE,9.39,0,0,Summer,Afternoon
3859,2010,6,10,18,46.0,15,23.0,1012.0,SE,14.31,0,0,Summer,Afternoon
3860,2010,6,10,19,77.0,15,22.0,1012.0,SE,18.33,0,0,Summer,Evening
3861,2010,6,10,20,53.0,15,20.0,1013.0,SE,20.12,0,0,Summer,Evening
3862,2010,6,10,21,58.0,15,19.0,1013.0,SE,21.91,0,0,Summer,Evening
3863,2010,6,10,22,78.0,15,19.0,1013.0,SE,23.7,0,0,Summer,Evening
3864,2010,6,10,23,80.0,15,18.0,1013.0,SE,24.59,0,0,Summer,Evening
3865,2010,6,11,0,88.0,16,18.0,1013.0,SE,25.48,0,0,Summer,Night
3866,2010,6,11,1,97.0,15,18.0,1013.0,NE,0.89,0,0,Summer,Night
3867,2010,6,11,2,77.0,16,18.0,1013.0,cv,0.45,0,0,Summer,Night
3868,2010,6,11,3,72.0,16,18.0,1013.0,cv,1.34,0,0,Summer,Night
3869,2010,6,11,4,78.0,15,18.0,1013.0,SE,0.89,0,0,Summer,Night
3870,2010,6,11,5,81.0,16,18.0,1013.0,SE,1.78,0,0,Summer,Night
3871,2010,6,11,6,97.0,16,18.0,1013.0,cv,0.89,0,0,Summer,Night
3872,2010,6,11,7,72.0,16,19.0,1013.0,SE,1.79,0,0,Summer,Morning
3873,2010,6,11,8,78.0,15,20.0,1013.0,SE,3.58,0,0,Summer,Morning
3874,2010,6,11,9,71.0,15,21.0,1013.0,cv,0.89,0,0,Summer,Morning
3875,2010,6,11,10,74.0,15,23.0,1012.0,SE,1.79,0,0,Summer,Morning
3876,2010,6,11,11,73.0,15,23.0,1012.0,SE,3.58,0,0,Summer,Morning
3877,2010,6,11,12,85.0,15,24.0,1012.0,SE,5.37,0,0,Summer,Morning
3878,2010,6,11,13,92.0,15,24.0,1011.0,cv,1.79,0,0,Summer,Afternoon
3879,2010,6,11,14,100.0,15,24.0,1011.0,SE,1.79,0,0,Summer,Afternoon
3880,2010,6,11,15,95.0,15,25.0,1010.0,SE,4.92,0,0,Summer,Afternoon
3881,2010,6,11,16,98.0,15,25.0,1010.0,SE,6.71,0,0,Summer,Afternoon
3882,2010,6,11,17,89.0,15,25.0,1009.0,SE,9.84,0,0,Summer,Afternoon
3883,2010,6,11,18,95.0,15,24.0,1010.0,SE,11.63,0,0,Summer,Afternoon
3884,2010,6,11,19,93.0,16,24.0,1011.0,SE,15.65,0,0,Summer,Evening
3885,2010,6,11,20,93.0,16,22.0,1009.0,SE,18.78,0,0,Summer,Evening
3886,2010,6,11,21,93.0,16,22.0,1010.0,SE,20.57,0,0,Summer,Evening
3887,2010,6,11,22,94.0,16,22.0,1010.0,SE,21.46,0,0,Summer,Evening
3888,2010,6,11,23,99.0,16,20.0,1010.0,cv,0.89,0,0,Summer,Evening
3889,2010,6,12,0,101.0,16,20.0,1010.0,SE,1.79,0,0,Summer,Night
3890,2010,6,12,1,144.0,17,21.0,1009.0,SE,3.58,0,0,Summer,Night
3891,2010,6,12,2,160.0,17,20.0,1009.0,SE,4.47,0,0,Summer,Night
3892,2010,6,12,3,142.0,17,20.0,1009.0,SE,6.26,0,0,Summer,Night
3893,2010,6,12,4,105.0,16,20.0,1009.0,SE,8.05,0,0,Summer,Night
3894,2010,6,12,5,97.0,16,19.0,1009.0,SE,8.94,0,0,Summer,Night
3895,2010,6,12,6,94.0,15,20.0,1009.0,SE,12.07,0,0,Summer,Night
3896,2010,6,12,7,90.0,16,20.0,1010.0,SE,13.86,0,0,Summer,Morning
3897,2010,6,12,8,91.0,16,21.0,1010.0,SE,15.65,0,0,Summer,Morning
3898,2010,6,12,9,98.0,16,22.0,1010.0,SE,17.44,0,0,Summer,Morning
3899,2010,6,12,10,104.0,16,25.0,1009.0,cv,0.89,0,0,Summer,Morning
3900,2010,6,12,11,115.0,16,26.0,1009.0,cv,1.78,0,0,Summer,Morning
3901,2010,6,12,12,100.0,16,27.0,1008.0,cv,3.57,0,0,Summer,Morning
3902,2010,6,12,13,115.0,15,29.0,1007.0,SE,3.13,0,0,Summer,Afternoon
3903,2010,6,12,14,111.0,16,30.0,1006.0,cv,1.79,0,0,Summer,Afternoon
3904,2010,6,12,15,84.0,15,29.0,1006.0,SE,4.02,0,0,Summer,Afternoon
3905,2010,6,12,16,89.0,15,31.0,1005.0,SE,7.15,0,0,Summer,Afternoon
3906,2010,6,12,17,104.0,17,29.0,1004.0,SE,11.17,0,0,Summer,Afternoon
3907,2010,6,12,18,96.0,17,28.0,1004.0,SE,15.19,0,0,Summer,Afternoon
3908,2010,6,12,19,119.0,17,28.0,1006.0,NE,3.13,0,0,Summer,Evening
3909,2010,6,12,20,129.0,17,26.0,1006.0,SE,3.13,0,0,Summer,Evening
3910,2010,6,12,21,125.0,17,27.0,1007.0,SE,4.92,0,0,Summer,Evening
3911,2010,6,12,22,127.0,18,27.0,1007.0,NW,4.92,0,1,Summer,Evening
3912,2010,6,12,23,104.0,17,23.0,1007.0,NW,14.75,0,2,Summer,Evening
3913,2010,6,13,0,13.0,15,24.0,1005.0,SE,3.13,0,0,Summer,Night
3914,2010,6,13,1,19.0,18,23.0,1006.0,SE,4.92,0,0,Summer,Night
3915,2010,6,13,2,23.0,18,23.0,1006.0,SE,8.94,0,0,Summer,Night
3916,2010,6,13,3,153.0,17,22.0,1006.0,SE,12.96,0,0,Summer,Night
3917,2010,6,13,4,126.0,17,21.0,1006.0,SE,16.09,0,0,Summer,Night
3918,2010,6,13,5,140.0,17,21.0,1006.0,SE,17.88,0,0,Summer,Night
3919,2010,6,13,6,131.0,17,21.0,1007.0,SE,19.67,0,0,Summer,Night
3920,2010,6,13,7,141.0,18,21.0,1007.0,SE,22.8,0,0,Summer,Morning
3921,2010,6,13,8,149.0,18,21.0,1007.0,SE,25.93,0,0,Summer,Morning
3922,2010,6,13,9,137.0,18,22.0,1007.0,SE,29.95,0,0,Summer,Morning
3923,2010,6,13,10,137.0,18,24.0,1007.0,SE,33.08,0,0,Summer,Morning
3924,2010,6,13,11,154.0,18,25.0,1006.0,SE,34.87,0,0,Summer,Morning
3925,2010,6,13,12,147.0,18,26.0,1006.0,SE,38.0,0,0,Summer,Morning
3926,2010,6,13,13,143.0,19,27.0,1004.0,SE,41.13,0,0,Summer,Afternoon
3927,2010,6,13,14,151.0,19,28.0,1004.0,SE,42.92,0,0,Summer,Afternoon
3928,2010,6,13,15,165.0,18,29.0,1003.0,SE,44.71,0,0,Summer,Afternoon
3929,2010,6,13,16,174.0,19,29.0,1002.0,SE,47.84,0,0,Summer,Afternoon
3930,2010,6,13,17,173.0,19,28.0,1002.0,SE,51.86,0,0,Summer,Afternoon
3931,2010,6,13,18,157.0,19,27.0,1002.0,SE,53.65,0,0,Summer,Afternoon
3932,2010,6,13,19,198.0,16,22.0,1005.0,NW,9.83,0,2,Summer,Evening
3933,2010,6,13,20,37.0,17,19.0,1005.0,NE,4.02,0,3,Summer,Evening
3934,2010,6,13,21,35.0,17,19.0,1004.0,SE,7.15,0,5,Summer,Evening
3935,2010,6,13,22,42.0,17,20.0,1006.0,NW,3.13,0,6,Summer,Evening
3936,2010,6,13,23,38.0,18,20.0,1006.0,SE,0.89,0,0,Summer,Evening
3937,2010,6,14,0,57.0,17,19.0,1006.0,NE,1.79,0,0,Summer,Night
3938,2010,6,14,1,68.0,17,19.0,1006.0,NE,3.58,0,0,Summer,Night
3939,2010,6,14,2,63.0,17,18.0,1005.0,cv,0.89,0,0,Summer,Night
3940,2010,6,14,3,80.0,17,18.0,1004.0,NW,1.79,0,0,Summer,Night
3941,2010,6,14,4,63.0,17,18.0,1004.0,NW,4.92,0,0,Summer,Night
3942,2010,6,14,5,74.0,16,18.0,1004.0,cv,0.89,0,0,Summer,Night
3943,2010,6,14,6,77.0,18,19.0,1005.0,cv,1.78,0,0,Summer,Night
3944,2010,6,14,7,67.0,18,20.0,1005.0,SE,1.79,0,0,Summer,Morning
3945,2010,6,14,8,78.0,18,21.0,1006.0,cv,0.89,0,0,Summer,Morning
3946,2010,6,14,9,82.0,18,23.0,1006.0,cv,1.78,0,0,Summer,Morning
3947,2010,6,14,10,68.0,18,24.0,1006.0,cv,3.57,0,0,Summer,Morning
3948,2010,6,14,11,56.0,17,25.0,1005.0,cv,4.46,0,0,Summer,Morning
3949,2010,6,14,12,65.0,17,27.0,1005.0,NE,1.79,0,0,Summer,Morning
3950,2010,6,14,13,68.0,17,28.0,1003.0,cv,1.79,0,0,Summer,Afternoon
3951,2010,6,14,14,67.0,18,29.0,1003.0,SE,3.13,0,0,Summer,Afternoon
3952,2010,6,14,15,77.0,18,30.0,1002.0,SE,7.15,0,0,Summer,Afternoon
3953,2010,6,14,16,82.0,18,30.0,1002.0,SE,11.17,0,0,Summer,Afternoon
3954,2010,6,14,17,85.0,19,31.0,1001.0,SE,16.09,0,0,Summer,Afternoon
3955,2010,6,14,18,95.0,19,29.0,1001.0,SE,19.22,0,0,Summer,Afternoon
3956,2010,6,14,19,100.0,19,28.0,1001.0,SE,22.35,0,0,Summer,Evening
3957,2010,6,14,20,118.0,20,28.0,1001.0,SE,26.37,0,0,Summer,Evening
3958,2010,6,14,21,142.0,20,25.0,1002.0,SE,28.16,0,0,Summer,Evening
3959,2010,6,14,22,137.0,21,25.0,1003.0,SE,29.95,0,0,Summer,Evening
3960,2010,6,14,23,139.0,20,24.0,1003.0,SE,31.74,0,0,Summer,Evening
3961,2010,6,15,0,151.0,21,24.0,1003.0,SE,34.87,0,0,Summer,Night
3962,2010,6,15,1,191.0,20,22.0,1002.0,cv,0.89,0,0,Summer,Night
3963,2010,6,15,2,216.0,20,22.0,1002.0,SE,1.79,0,0,Summer,Night
3964,2010,6,15,3,229.0,19,21.0,1002.0,NE,1.79,0,0,Summer,Night
3965,2010,6,15,4,198.0,19,21.0,1002.0,SE,1.79,0,0,Summer,Night
3966,2010,6,15,5,175.0,19,21.0,1002.0,cv,0.89,0,0,Summer,Night
3967,2010,6,15,6,159.0,19,22.0,1002.0,cv,1.78,0,0,Summer,Night
3968,2010,6,15,7,196.0,19,23.0,1003.0,NW,0.89,0,0,Summer,Morning
3969,2010,6,15,8,199.0,19,25.0,1003.0,cv,0.89,0,0,Summer,Morning
3970,2010,6,15,9,150.0,19,26.0,1003.0,NW,1.79,0,0,Summer,Morning
3971,2010,6,15,10,128.0,20,28.0,1002.0,cv,0.89,0,0,Summer,Morning
3972,2010,6,15,11,139.0,20,29.0,1002.0,NW,1.79,0,0,Summer,Morning
3973,2010,6,15,12,148.0,20,30.0,1002.0,cv,1.79,0,0,Summer,Morning
3974,2010,6,15,13,136.0,19,31.0,1000.0,NE,1.79,0,0,Summer,Afternoon
3975,2010,6,15,14,117.0,19,31.0,1000.0,cv,0.89,0,0,Summer,Afternoon
3976,2010,6,15,15,108.0,17,31.0,1000.0,SE,1.79,0,0,Summer,Afternoon
3977,2010,6,15,16,75.0,14,32.0,999.0,SE,3.58,0,0,Summer,Afternoon
3978,2010,6,15,17,66.0,15,33.0,999.0,cv,0.89,0,0,Summer,Afternoon
3979,2010,6,15,18,89.0,17,32.0,998.0,SE,1.79,0,0,Summer,Afternoon
3980,2010,6,15,19,118.0,18,30.0,999.0,cv,0.89,0,0,Summer,Evening
3981,2010,6,15,20,152.0,19,28.0,998.0,NE,1.79,0,0,Summer,Evening
3982,2010,6,15,21,183.0,17,30.0,1002.0,NW,7.15,0,1,Summer,Evening
3983,2010,6,15,22,99.0,21,24.0,1000.0,NE,0.89,0,0,Summer,Evening
3984,2010,6,15,23,91.0,21,24.0,1000.0,NW,4.02,0,0,Summer,Evening
3985,2010,6,16,0,105.0,20,24.0,1000.0,cv,0.89,0,0,Summer,Night
3986,2010,6,16,1,139.0,20,23.0,1000.0,NE,1.79,0,0,Summer,Night
3987,2010,6,16,2,129.0,20,23.0,1000.0,cv,0.89,0,0,Summer,Night
3988,2010,6,16,3,149.0,21,23.0,1000.0,NW,0.89,0,0,Summer,Night
3989,2010,6,16,4,139.0,20,23.0,1000.0,NW,1.78,0,0,Summer,Night
3990,2010,6,16,5,155.0,20,22.0,1001.0,NW,3.57,0,0,Summer,Night
3991,2010,6,16,6,86.0,19,23.0,1001.0,NE,3.13,0,0,Summer,Night
3992,2010,6,16,7,67.0,19,24.0,1001.0,cv,0.89,0,0,Summer,Morning
3993,2010,6,16,8,62.0,19,26.0,1001.0,cv,1.78,0,0,Summer,Morning
3994,2010,6,16,9,63.0,18,27.0,1001.0,SE,3.13,0,0,Summer,Morning
3995,2010,6,16,10,81.0,18,27.0,1000.0,SE,6.26,0,0,Summer,Morning
3996,2010,6,16,11,95.0,18,28.0,1000.0,SE,10.28,0,0,Summer,Morning
3997,2010,6,16,12,109.0,18,30.0,1000.0,NE,3.13,0,0,Summer,Morning
3998,2010,6,16,13,120.0,19,31.0,999.0,SE,4.92,0,0,Summer,Afternoon
3999,2010,6,16,14,125.0,20,30.0,998.0,SE,9.84,0,0,Summer,Afternoon
4000,2010,6,16,15,130.0,20,30.0,998.0,SE,14.76,0,0,Summer,Afternoon
4001,2010,6,16,16,133.0,19,30.0,998.0,SE,19.68,0,0,Summer,Afternoon
4002,2010,6,16,17,139.0,20,29.0,998.0,SE,23.7,0,0,Summer,Afternoon
4003,2010,6,16,18,109.0,15,26.0,1001.0,NW,9.83,0,1,Summer,Afternoon
4004,2010,6,16,19,20.0,17,23.0,1002.0,NW,14.75,0,2,Summer,Evening
4005,2010,6,16,20,20.0,16,22.0,1000.0,NE,3.13,0,0,Summer,Evening
4006,2010,6,16,21,22.0,16,23.0,1002.0,NW,1.79,0,0,Summer,Evening
4007,2010,6,16,22,27.0,18,21.0,1004.0,cv,0.89,0,1,Summer,Evening
4008,2010,6,16,23,30.0,19,20.0,1004.0,NW,3.13,0,2,Summer,Evening
4009,2010,6,17,0,33.0,18,20.0,1001.0,NE,4.02,0,3,Summer,Night
4010,2010,6,17,1,37.0,18,20.0,1002.0,NW,1.79,0,0,Summer,Night
4011,2010,6,17,2,45.0,18,20.0,1001.0,NE,1.79,0,0,Summer,Night
4012,2010,6,17,3,50.0,18,20.0,1001.0,NE,3.58,0,0,Summer,Night
4013,2010,6,17,4,46.0,18,20.0,1001.0,NW,4.02,0,0,Summer,Night
4014,2010,6,17,5,42.0,18,20.0,1001.0,NW,7.15,0,0,Summer,Night
4015,2010,6,17,6,35.0,18,20.0,1002.0,NW,11.17,0,0,Summer,Night
4016,2010,6,17,7,51.0,18,21.0,1003.0,NW,16.09,0,0,Summer,Morning
4017,2010,6,17,8,44.0,18,20.0,1003.0,SE,4.02,0,1,Summer,Morning
4018,2010,6,17,9,43.0,18,21.0,1003.0,NW,4.92,0,0,Summer,Morning
4019,2010,6,17,10,30.0,17,18.0,1003.0,NE,1.79,0,1,Summer,Morning
4020,2010,6,17,11,27.0,17,19.0,1002.0,NE,3.58,0,2,Summer,Morning
4021,2010,6,17,12,19.0,17,19.0,1003.0,SE,1.79,0,3,Summer,Morning
4022,2010,6,17,13,35.0,17,19.0,1002.0,cv,0.89,0,4,Summer,Afternoon
4023,2010,6,17,14,21.0,17,19.0,1002.0,NE,1.79,0,0,Summer,Afternoon
4024,2010,6,17,15,16.0,17,19.0,1001.0,NW,1.79,0,0,Summer,Afternoon
4025,2010,6,17,16,26.0,18,19.0,1002.0,cv,0.89,0,0,Summer,Afternoon
4026,2010,6,17,17,36.0,17,20.0,1001.0,NW,4.92,0,0,Summer,Afternoon
4027,2010,6,17,18,29.0,17,20.0,1002.0,NE,3.13,0,0,Summer,Afternoon
4028,2010,6,17,19,40.0,17,21.0,1002.0,SE,1.79,0,1,Summer,Evening
4029,2010,6,17,20,37.0,17,20.0,1002.0,cv,0.89,0,0,Summer,Evening
4030,2010,6,17,21,39.0,17,20.0,1003.0,cv,1.78,0,0,Summer,Evening
4031,2010,6,17,22,50.0,17,19.0,1004.0,cv,2.67,0,0,Summer,Evening
4032,2010,6,17,23,49.0,17,19.0,1003.0,NW,3.13,0,0,Summer,Evening
4033,2010,6,18,0,41.0,17,20.0,1004.0,NW,6.26,0,0,Summer,Night
4034,2010,6,18,1,34.0,17,19.0,1003.0,NW,8.05,0,0,Summer,Night
4035,2010,6,18,2,58.0,17,18.0,1002.0,cv,0.89,0,0,Summer,Night
4036,2010,6,18,3,57.0,16,18.0,1002.0,NW,1.79,0,0,Summer,Night
4037,2010,6,18,4,39.0,17,18.0,1003.0,cv,0.89,0,0,Summer,Night
4038,2010,6,18,5,40.0,16,18.0,1003.0,cv,1.78,0,0,Summer,Night
4039,2010,6,18,6,41.0,17,19.0,1003.0,NW,1.79,0,0,Summer,Night
4040,2010,6,18,7,44.0,17,20.0,1004.0,NW,4.92,0,0,Summer,Morning
4041,2010,6,18,8,49.0,16,20.0,1005.0,NW,8.05,0,0,Summer,Morning
4042,2010,6,18,9,61.0,17,22.0,1005.0,NW,11.18,0,0,Summer,Morning
4043,2010,6,18,10,74.0,17,23.0,1005.0,NE,1.79,0,0,Summer,Morning
4044,2010,6,18,11,93.0,17,23.0,1004.0,cv,0.89,0,0,Summer,Morning
4045,2010,6,18,12,96.0,17,25.0,1004.0,cv,1.78,0,0,Summer,Morning
4046,2010,6,18,13,81.0,17,27.0,1003.0,cv,2.67,0,0,Summer,Afternoon
4047,2010,6,18,14,74.0,16,27.0,1003.0,cv,4.46,0,0,Summer,Afternoon
4048,2010,6,18,15,79.0,18,26.0,1002.0,SE,1.79,0,0,Summer,Afternoon
4049,2010,6,18,16,63.0,18,27.0,1003.0,SE,4.92,0,0,Summer,Afternoon
4050,2010,6,18,17,69.0,19,25.0,1002.0,SE,8.94,0,0,Summer,Afternoon
4051,2010,6,18,18,95.0,19,25.0,1002.0,SE,12.07,0,0,Summer,Afternoon
4052,2010,6,18,19,100.0,17,22.0,1003.0,SE,15.2,0,0,Summer,Evening
4053,2010,6,18,20,100.0,16,22.0,1003.0,SE,16.99,0,0,Summer,Evening
4054,2010,6,18,21,88.0,17,20.0,1004.0,SE,18.78,0,0,Summer,Evening
4055,2010,6,18,22,65.0,17,20.0,1004.0,cv,0.89,0,0,Summer,Evening
4056,2010,6,18,23,69.0,17,19.0,1005.0,SE,0.89,0,0,Summer,Evening
4057,2010,6,19,0,70.0,16,19.0,1005.0,cv,0.89,0,0,Summer,Night
4058,2010,6,19,1,89.0,16,18.0,1005.0,cv,1.34,0,0,Summer,Night
4059,2010,6,19,2,98.0,16,18.0,1005.0,SE,0.89,0,0,Summer,Night
4060,2010,6,19,3,96.0,17,18.0,1005.0,cv,0.89,0,0,Summer,Night
4061,2010,6,19,4,98.0,16,18.0,1005.0,SE,0.89,0,0,Summer,Night
4062,2010,6,19,5,96.0,16,18.0,1005.0,cv,0.89,0,0,Summer,Night
4063,2010,6,19,6,90.0,17,19.0,1005.0,cv,1.34,0,0,Summer,Night
4064,2010,6,19,7,92.0,19,20.0,1006.0,cv,1.79,0,0,Summer,Morning
4065,2010,6,19,8,99.0,17,22.0,1006.0,cv,2.68,0,0,Summer,Morning
4066,2010,6,19,9,106.0,17,24.0,1005.0,NE,1.79,0,0,Summer,Morning
4067,2010,6,19,10,120.0,18,26.0,1005.0,cv,0.89,0,0,Summer,Morning
4068,2010,6,19,11,109.0,18,28.0,1005.0,cv,2.68,0,0,Summer,Morning
4069,2010,6,19,12,74.0,18,29.0,1004.0,SE,1.79,0,0,Summer,Morning
4070,2010,6,19,13,87.0,17,31.0,1003.0,SE,3.58,0,0,Summer,Afternoon
4071,2010,6,19,14,93.0,16,31.0,1003.0,SE,5.37,0,0,Summer,Afternoon
4072,2010,6,19,15,99.0,19,32.0,1002.0,SE,8.5,0,0,Summer,Afternoon
4073,2010,6,19,16,82.0,19,31.0,1002.0,SE,12.52,0,0,Summer,Afternoon
4074,2010,6,19,17,80.0,19,31.0,1002.0,SE,16.54,0,0,Summer,Afternoon
4075,2010,6,19,18,78.0,19,28.0,1003.0,SE,19.67,0,0,Summer,Afternoon
4076,2010,6,19,19,83.0,20,27.0,1003.0,SE,21.46,0,0,Summer,Evening
4077,2010,6,19,20,92.0,21,26.0,1004.0,SE,23.25,0,0,Summer,Evening
4078,2010,6,19,21,104.0,21,24.0,1005.0,cv,0.89,0,0,Summer,Evening
4079,2010,6,19,22,116.0,21,24.0,1005.0,cv,1.78,0,0,Summer,Evening
4080,2010,6,19,23,117.0,21,24.0,1006.0,cv,2.67,0,0,Summer,Evening
4081,2010,6,20,0,205.0,21,24.0,1006.0,cv,3.56,0,0,Summer,Night
4082,2010,6,20,1,202.0,20,22.0,1006.0,NE,0.89,0,0,Summer,Night
4083,2010,6,20,2,227.0,20,22.0,1006.0,NW,1.79,0,0,Summer,Night
4084,2010,6,20,3,240.0,20,22.0,1007.0,NW,4.92,0,0,Summer,Night
4085,2010,6,20,4,124.0,19,21.0,1007.0,NW,8.05,0,0,Summer,Night
4086,2010,6,20,5,77.0,19,21.0,1007.0,NW,9.84,0,0,Summer,Night
4087,2010,6,20,6,95.0,19,24.0,1008.0,NW,12.97,0,0,Summer,Night
4088,2010,6,20,7,99.0,19,25.0,1009.0,NW,16.99,0,0,Summer,Morning
4089,2010,6,20,8,,18,27.0,1009.0,NW,20.12,0,0,Summer,Morning
4090,2010,6,20,9,,17,29.0,1009.0,NW,25.04,0,0,Summer,Morning
4091,2010,6,20,10,48.0,15,30.0,1010.0,NE,4.92,0,0,Summer,Morning
4092,2010,6,20,11,21.0,14,32.0,1009.0,NW,3.13,0,0,Summer,Morning
4093,2010,6,20,12,15.0,10,33.0,1009.0,NW,4.92,0,0,Summer,Morning
4094,2010,6,20,13,11.0,11,34.0,1007.0,cv,0.89,0,0,Summer,Afternoon
4095,2010,6,20,14,11.0,10,34.0,1007.0,NW,3.13,0,0,Summer,Afternoon
4096,2010,6,20,15,10.0,12,34.0,1006.0,cv,1.79,0,0,Summer,Afternoon
4097,2010,6,20,16,10.0,10,35.0,1006.0,cv,3.58,0,0,Summer,Afternoon
4098,2010,6,20,17,49.0,16,33.0,1005.0,SE,5.81,0,0,Summer,Afternoon
4099,2010,6,20,18,49.0,16,32.0,1005.0,SE,10.73,0,0,Summer,Afternoon
4100,2010,6,20,19,41.0,17,30.0,1005.0,SE,16.54,0,0,Summer,Evening
4101,2010,6,20,20,71.0,17,28.0,1005.0,SE,21.46,0,0,Summer,Evening
4102,2010,6,20,21,62.0,15,27.0,1006.0,SE,26.38,0,0,Summer,Evening
4103,2010,6,20,22,48.0,15,26.0,1006.0,SE,31.3,0,0,Summer,Evening
4104,2010,6,20,23,70.0,15,25.0,1006.0,SE,36.22,0,0,Summer,Evening
4105,2010,6,21,0,61.0,15,24.0,1006.0,SE,40.24,0,0,Summer,Night
4106,2010,6,21,1,62.0,15,22.0,1006.0,SE,43.37,0,0,Summer,Night
4107,2010,6,21,2,66.0,14,20.0,1006.0,cv,0.89,0,0,Summer,Night
4108,2010,6,21,3,63.0,14,20.0,1006.0,cv,1.78,0,0,Summer,Night
4109,2010,6,21,4,55.0,14,20.0,1006.0,cv,2.67,0,0,Summer,Night
4110,2010,6,21,5,42.0,14,19.0,1006.0,cv,3.56,0,0,Summer,Night
4111,2010,6,21,6,48.0,15,20.0,1006.0,NW,0.89,0,0,Summer,Night
4112,2010,6,21,7,52.0,13,23.0,1006.0,cv,0.89,0,0,Summer,Morning
4113,2010,6,21,8,59.0,13,24.0,1006.0,SE,1.79,0,0,Summer,Morning
4114,2010,6,21,9,63.0,14,25.0,1005.0,SE,3.58,0,0,Summer,Morning
4115,2010,6,21,10,64.0,15,25.0,1005.0,SE,5.37,0,0,Summer,Morning
4116,2010,6,21,11,86.0,15,28.0,1004.0,NE,1.79,0,0,Summer,Morning
4117,2010,6,21,12,85.0,16,28.0,1004.0,cv,0.89,0,0,Summer,Morning
4118,2010,6,21,13,91.0,17,30.0,1003.0,cv,1.78,0,0,Summer,Afternoon
4119,2010,6,21,14,85.0,16,30.0,1003.0,SE,3.13,0,0,Summer,Afternoon
4120,2010,6,21,15,89.0,16,30.0,1002.0,cv,1.79,0,0,Summer,Afternoon
4121,2010,6,21,16,78.0,17,30.0,1001.0,SE,4.02,0,0,Summer,Afternoon
4122,2010,6,21,17,64.0,14,31.0,1001.0,SE,5.81,0,0,Summer,Afternoon
4123,2010,6,21,18,69.0,15,31.0,1001.0,NW,3.13,0,0,Summer,Afternoon
