year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,season,time_of_day,wind_NE,wind_NW,wind_SE,wind_cv,temp_dewp_gap,wind_pressure,precip_total,is_heating_season,cluster,air_quality,pm2.5
2013,7,18,10,23,26.0,1005.0,11.18,0,0,2,1,0,0,1,0,3.0,11235.9,0,0,1,Very_Unhealthy,167.0
2011,2,11,19,-17,-5.0,1033.0,3.13,0,0,0,3,1,0,0,0,12.0,3233.29,0,1,2,Good,7.0
2011,5,18,12,16,26.0,998.0,6.26,0,0,1,1,0,0,1,0,10.0,6247.48,0,0,1,Very_Unhealthy,217.0
2012,7,27,8,24,26.0,1006.0,0.89,0,0,2,1,0,0,0,1,2.0,895.34,0,0,4,Unhealthy_Sensitive,80.0
2010,8,29,21,19,25.0,1007.0,30.4,0,0,2,3,0,0,1,0,6.0,30612.8,0,0,1,Unhealthy_Sensitive,93.0
2014,1,16,4,-7,-3.0,1027.0,1.79,0,0,0,0,1,0,0,0,4.0,1838.33,0,1,2,Hazardous,283.5
2012,2,21,2,-12,-4.0,1023.0,2.23,0,0,0,0,0,0,0,1,8.0,2281.29,0,1,2,Moderate,73.0
2011,12,6,11,1,2.0,1032.0,1.78,0,0,0,1,0,0,0,1,1.0,1836.96,0,1,2,Very_Unhealthy,211.0
2011,10,17,1,3,8.0,1019.0,1.34,0,0,3,0,0,0,0,1,5.0,1365.46,0,0,4,Good,20.0
2013,4,27,11,0,21.0,1012.0,11.17,0,0,1,1,0,0,1,0,21.0,11304.04,0,0,1,Moderate,45.0
2014,2,6,13,-15,1.0,1029.0,1.78,0,0,0,2,0,0,0,1,16.0,1831.62,0,1,2,Unhealthy,130.0
2011,12,20,3,-15,-8.0,1031.0,5.37,0,0,0,0,0,1,0,0,7.0,5536.47,0,1,2,Unhealthy,123.0
2011,9,7,17,15,25.0,1005.0,3.13,0,0,3,2,0,0,0,1,10.0,3145.65,0,0,4,Good,30.0
2011,6,28,7,18,23.0,1003.0,1.79,0,0,2,1,0,1,0,0,5.0,1795.37,0,0,0,Unhealthy,123.0
2011,4,3,11,-12,15.0,1027.0,29.05,0,0,1,1,0,1,0,0,27.0,29834.35,0,0,3,Unhealthy_Sensitive,94.0
2014,10,1,13,9,13.0,1015.0,4.92,0,0,3,2,0,1,0,0,4.0,4993.8,0,0,0,Unhealthy_Sensitive,96.0
2010,5,3,23,5,21.0,1006.0,1.79,0,0,1,3,0,0,0,1,16.0,1800.74,0,0,4,Very_Unhealthy,160.0
2012,7,1,14,23,33.0,997.0,29.52,0,0,2,2,0,0,1,0,10.0,29431.44,0,0,1,Moderate,72.0
2014,3,10,11,-7,4.0,1025.0,5.37,0,0,1,1,0,0,1,0,11.0,5504.25,0,1,2,Unhealthy_Sensitive,89.0
2014,5,10,12,7,18.0,1017.0,4.02,0,0,1,1,1,0,0,0,11.0,4088.34,0,0,5,Moderate,62.0
2010,6,20,2,20,22.0,1006.0,1.79,0,0,2,0,0,1,0,0,2.0,1800.74,0,0,0,Very_Unhealthy,227.0
2010,6,1,1,13,17.0,1017.0,0.89,0,0,2,0,0,0,0,1,4.0,905.13,0,0,4,Very_Unhealthy,177.0
2012,11,22,17,-11,6.0,1026.0,37.11,0,0,3,2,0,1,0,0,17.0,38074.86,0,1,3,Good,13.0
2012,8,18,0,22,25.0,1007.0,52.09,0,0,2,0,0,0,1,0,3.0,52454.630000000005,0,0,1,Very_Unhealthy,206.0
2014,3,2,2,-6,0.0,1023.0,32.18,0,0,1,0,0,0,1,0,6.0,32920.14,0,1,2,Unhealthy,150.0
2012,9,9,4,17,18.0,1015.0,1.78,0,0,3,0,0,0,0,1,1.0,1806.7,0,0,4,Unhealthy_Sensitive,113.0
2013,10,25,18,-1,10.0,1025.0,0.89,0,0,3,2,0,0,0,1,11.0,912.25,0,0,4,Moderate,36.0
2014,3,27,0,7,12.0,1011.0,1.78,0,0,1,0,1,0,0,0,5.0,1799.58,0,1,5,Hazardous,283.5
2010,1,2,21,-7,-5.0,1027.0,49.17,0,0,0,3,0,0,1,0,2.0,50497.59,0,1,3,Very_Unhealthy,164.0
2012,1,23,21,-23,-10.0,1027.0,52.09,0,0,0,3,0,1,0,0,13.0,53496.43,0,1,3,Very_Unhealthy,200.0
2014,9,26,1,16,18.0,1014.0,11.63,0,0,3,0,0,0,1,0,2.0,11792.820000000002,0,0,1,Moderate,75.0
2013,3,15,4,-4,-1.0,1022.0,2.68,0,0,1,0,0,1,0,0,3.0,2738.96,0,1,2,Very_Unhealthy,226.0
2010,3,7,12,-11,0.0,1036.0,11.18,0,0,1,1,0,0,1,0,11.0,11582.48,0,1,2,Unhealthy_Sensitive,83.0
2014,1,2,3,-12,-4.0,1019.0,0.89,0,0,0,0,0,1,0,0,8.0,906.91,0,1,2,Very_Unhealthy,174.0
2014,3,22,1,-10,9.0,1015.0,0.89,0,0,1,0,0,0,0,1,19.0,903.35,0,1,2,Unhealthy_Sensitive,76.0
2014,5,23,3,13,24.0,1010.0,52.09,0,0,1,0,0,0,1,0,11.0,52610.9,0,0,1,Unhealthy_Sensitive,80.0
2014,2,13,1,-9,-4.0,1036.0,32.63,0,0,0,0,0,0,1,0,5.0,33804.68,0,1,2,Very_Unhealthy,237.0
2010,5,9,12,-1,20.0,1007.0,52.09,0,0,1,1,0,1,0,0,21.0,52454.630000000005,0,0,3,Good,20.0
2014,12,4,9,-21,-2.0,1028.0,14.75,0,0,0,1,0,1,0,0,19.0,15163.0,0,1,2,Good,7.0
2014,7,15,23,20,27.0,1004.0,52.09,0,0,2,3,0,0,1,0,7.0,52298.36,0,0,1,Unhealthy_Sensitive,81.0
2011,1,11,4,-19,-6.0,1021.0,1.79,0,0,0,0,0,0,0,1,13.0,1827.59,0,1,2,Good,26.0
2013,1,11,0,-7,-6.0,1026.0,0.89,0,0,0,0,0,0,0,1,1.0,913.14,0,1,2,Hazardous,283.5
2012,2,26,18,-17,2.0,1026.0,4.92,0,0,0,2,0,0,1,0,19.0,5047.92,0,1,2,Moderate,46.0
2012,12,29,3,-12,-3.0,1029.0,20.11,0,0,0,0,0,1,0,0,9.0,20693.19,0,1,2,Moderate,71.0
2011,12,12,1,-7,0.0,1028.0,4.47,0,0,0,0,0,1,0,0,7.0,4595.16,0,1,2,Moderate,62.0
2013,2,11,17,-12,-1.0,1030.0,12.52,0,0,0,2,0,0,1,0,11.0,12895.6,0,1,2,Unhealthy_Sensitive,87.0
2010,10,8,2,11,12.0,1016.0,0.89,0,0,3,0,1,0,0,0,1.0,904.24,0,0,5,Hazardous,283.5
2013,12,31,17,-19,8.0,1012.0,52.09,0,0,0,2,0,1,0,0,27.0,52715.08,0,1,3,Good,21.0
2010,6,18,1,17,19.0,1003.0,8.05,0,0,2,0,0,1,0,0,2.0,8074.150000000001,0,0,0,Good,34.0
2013,4,6,2,-9,2.0,1022.0,1.79,0,0,1,0,1,0,0,0,11.0,1829.38,0,0,5,Good,6.0
2014,6,8,4,13,17.0,1003.0,2.67,0,0,2,0,0,0,0,1,4.0,2678.01,0,0,4,Good,24.0
2011,12,4,13,-4,2.0,1027.0,4.45,0,0,0,2,0,0,0,1,6.0,4570.150000000001,0,1,2,Unhealthy_Sensitive,100.0
2011,4,13,11,5,21.0,1013.0,1.79,0,0,1,1,0,0,1,0,16.0,1813.27,0,0,1,Unhealthy,136.0
2010,4,18,7,7,9.0,1015.0,0.45,0,0,1,1,0,0,0,1,2.0,456.75,0,0,4,Very_Unhealthy,183.0
2010,3,6,6,-23,-5.0,1035.0,52.09,0,0,1,0,1,0,0,0,18.0,53913.15,0,1,3,Good,19.0
2011,2,6,6,-10,-2.0,1020.0,5.81,0,0,0,0,0,1,0,0,8.0,5926.2,0,1,2,Good,22.0
2010,2,20,16,-8,9.0,1011.0,0.89,0,0,0,2,0,0,0,1,17.0,899.79,0,1,2,Unhealthy,150.0
2012,8,17,3,20,22.0,1009.0,52.09,0,0,2,0,0,0,1,0,2.0,52558.810000000005,0,0,1,Unhealthy_Sensitive,77.0
2014,12,31,4,-19,-2.0,1030.0,52.09,0,0,0,0,0,1,0,0,17.0,53652.7,0,1,3,Good,8.0
2014,12,15,12,-17,4.0,1027.0,52.09,0,0,0,1,0,1,0,0,21.0,53496.43,0,1,3,Good,10.0
2010,12,9,8,-8,-3.0,1014.0,3.58,0,0,0,1,0,0,1,0,5.0,3630.12,0,1,2,Very_Unhealthy,185.0
2014,12,17,14,-16,4.0,1027.0,3.58,0,0,0,2,0,0,1,0,20.0,3676.66,0,1,2,Unhealthy,128.0
2012,12,31,17,-15,0.0,1016.0,4.02,0,0,0,2,0,1,0,0,15.0,4084.32,0,1,2,Unhealthy_Sensitive,78.0
2012,12,5,10,-21,-3.0,1025.0,50.51,0,0,0,1,0,1,0,0,18.0,51772.75,0,1,3,Good,9.0
2010,1,6,15,-22,-8.0,1033.0,0.89,0,0,0,2,0,0,0,1,14.0,919.37,0,1,2,Moderate,49.0
2011,2,12,15,-17,-2.0,1030.0,4.92,0,0,0,2,0,0,1,0,15.0,5067.6,0,1,2,Moderate,49.0
2011,2,20,9,-7,0.0,1028.0,0.89,0,0,0,1,0,0,0,1,7.0,914.92,0,1,2,Unhealthy,126.0
2014,9,23,23,16,17.0,1017.0,1.79,0,0,3,3,1,0,0,0,1.0,1820.43,0,0,5,Unhealthy_Sensitive,88.0
2013,3,31,7,2,4.0,1022.0,52.09,0,0,1,1,0,0,1,0,2.0,53235.98,0,1,3,Unhealthy,141.0
2013,9,1,16,10,29.0,1012.0,0.89,0,0,3,2,0,0,0,1,19.0,900.6800000000001,0,0,4,Moderate,45.0
2014,8,12,10,11,31.0,1007.0,0.89,0,0,2,1,0,0,0,1,20.0,896.23,0,0,4,Good,10.0
2012,2,9,5,-20,-13.0,1027.0,4.02,0,0,0,0,0,1,0,0,7.0,4128.54,0,1,2,Good,33.0
2013,7,24,21,19,28.0,999.0,0.89,0,0,2,3,0,0,0,1,9.0,889.11,0,0,4,Good,29.0
2012,5,12,11,15,19.0,1011.0,3.58,0,0,1,1,0,0,1,0,4.0,3619.38,0,0,1,Unhealthy,135.0
2013,9,9,15,14,25.0,1011.0,14.76,0,0,3,2,0,0,1,0,11.0,14922.36,0,0,1,Moderate,69.0
2014,4,20,13,-2,20.0,1016.0,3.13,0,0,1,2,0,0,1,0,22.0,3180.08,0,0,1,Good,22.0
2014,2,12,1,-14,-10.0,1029.0,1.78,0,0,0,0,1,0,0,0,4.0,1831.62,0,1,2,Hazardous,268.0
2013,5,5,20,14,22.0,1014.0,25.47,0,0,1,3,0,0,1,0,8.0,25826.58,0,0,1,Very_Unhealthy,230.0
2014,4,8,10,3,18.0,1016.0,2.67,0,0,1,1,0,0,0,1,15.0,2712.72,0,0,4,Very_Unhealthy,196.0
2012,9,22,8,17,20.0,1012.0,0.89,0,0,3,1,0,0,0,1,3.0,900.6800000000001,0,0,4,Very_Unhealthy,157.0
2012,10,14,13,7,14.0,1020.0,52.09,0,0,3,2,0,0,0,1,7.0,53131.8,0,0,4,Good,22.0
2010,5,18,16,13,14.0,999.0,5.81,0,0,1,2,0,1,0,0,1.0,5804.19,0,0,0,Moderate,54.0
2011,2,19,2,-9,-6.0,1026.0,1.79,0,0,0,0,0,1,0,0,3.0,1836.54,0,1,2,Hazardous,253.0
2013,11,30,22,-13,0.0,1026.0,0.89,0,0,3,3,1,0,0,0,13.0,913.14,0,1,5,Moderate,36.0
2013,4,16,17,-3,20.0,1006.0,4.02,0,0,1,2,0,0,1,0,23.0,4044.12,0,0,1,Moderate,72.0
2014,2,9,18,-21,-2.0,1035.0,7.15,0,0,0,2,0,1,0,0,19.0,7400.25,0,1,2,Good,11.0
2011,10,15,20,3,17.0,1009.0,52.09,0,0,3,3,0,1,0,0,14.0,52558.810000000005,0,0,3,Good,20.0
2011,5,11,20,-10,23.0,1007.0,52.09,0,0,1,3,0,1,0,0,33.0,52454.630000000005,0,0,3,Moderate,44.0
2012,1,14,5,-14,-7.0,1026.0,0.45,0,0,0,0,0,0,0,1,7.0,461.7,0,1,2,Unhealthy_Sensitive,98.0
2011,4,2,7,2,4.0,1032.0,24.58,0,0,1,1,0,1,0,0,2.0,25366.56,0,0,0,Moderate,54.0
2014,1,11,20,-18,-4.0,1029.0,0.89,0,0,0,3,0,1,0,0,14.0,915.81,0,1,2,Hazardous,273.0
2014,9,27,8,12,18.0,1018.0,8.5,0,0,3,1,0,1,0,0,6.0,8653.0,0,0,0,Good,28.0
2012,2,16,8,-19,-2.0,1031.0,49.18,0,0,0,1,0,1,0,0,17.0,50704.58,0,1,3,Good,12.0
2014,1,30,8,-19,-2.0,1019.0,21.9,0,0,0,1,0,1,0,0,17.0,22316.1,0,1,2,Good,12.0
2010,1,11,21,-23,-10.0,1033.0,52.09,0,0,0,3,0,1,0,0,13.0,53808.97,0,1,3,Good,27.0
2011,4,21,15,8,12.0,1017.0,34.42,0,0,1,2,1,0,0,0,4.0,35005.14,0,0,5,Moderate,72.0
2010,12,21,8,-10,-5.0,1013.0,0.89,0,0,0,1,0,0,1,0,5.0,901.57,0,1,2,Hazardous,266.0
2011,11,1,15,13,14.0,1022.0,1.79,0,0,3,2,1,0,0,0,1.0,1829.38,0,1,5,Hazardous,283.5
2012,4,21,0,12,12.0,1017.0,0.89,0,0,1,0,0,0,0,1,0.0,905.13,0,0,4,Unhealthy,129.0
2014,12,22,14,-14,9.0,1022.0,3.13,0,0,0,2,0,0,1,0,23.0,3198.86,0,1,2,Moderate,67.0
2010,3,1,8,-5,-4.0,1026.0,29.96,0,0,1,1,0,0,1,0,1.0,30738.96,0,1,2,Good,17.0
2012,9,1,12,23,30.0,1010.0,10.29,0,0,3,1,0,0,1,0,7.0,10392.9,0,0,1,Very_Unhealthy,173.0
2011,2,13,18,-9,-3.0,1030.0,4.92,0,0,0,2,0,0,1,0,6.0,5067.6,0,1,2,Unhealthy_Sensitive,104.0
2014,1,8,18,-26,-2.0,1033.0,44.25,0,0,0,2,0,1,0,0,24.0,45710.25,0,1,3,Good,21.0
2012,11,22,19,-16,4.0,1029.0,48.73,0,0,3,3,0,1,0,0,20.0,50143.17,0,1,3,Good,13.0
2014,2,7,5,-11,-3.0,1029.0,22.36,0,0,0,0,0,0,1,0,8.0,23008.44,0,1,2,Unhealthy_Sensitive,112.0
2013,2,15,7,-17,-9.0,1030.0,34.41,0,0,0,1,0,1,0,0,8.0,35442.3,0,1,3,Good,12.0
2010,10,24,21,0,5.0,1029.0,12.07,0,0,3,3,0,1,0,0,5.0,12420.03,0,0,0,Good,12.0
2010,9,2,22,20,22.0,1015.0,8.03,0,0,3,3,0,0,1,0,2.0,8150.449999999999,0,0,1,Very_Unhealthy,224.0
2012,6,9,7,19,22.0,1000.0,3.58,0,0,2,1,0,0,1,0,3.0,3580.0,0,0,1,Very_Unhealthy,189.0
2011,3,8,22,-17,6.0,1026.0,16.1,0,0,1,3,0,1,0,0,23.0,16518.600000000002,0,1,2,Good,10.0
2010,8,27,13,15,29.0,1013.0,12.97,0,0,2,2,1,0,0,0,14.0,13138.61,0,0,5,Good,26.0
2010,6,27,10,16,27.0,1005.0,0.89,0,0,2,1,0,0,0,1,11.0,894.45,0,0,4,Very_Unhealthy,153.0
2012,12,31,20,-14,-6.0,1017.0,0.89,0,0,0,3,0,0,0,1,8.0,905.13,0,1,2,Unhealthy,131.0
2012,2,25,13,-21,3.0,1031.0,52.09,0,0,0,2,0,1,0,0,24.0,53704.79,0,1,3,Good,21.0
2012,4,13,8,1,15.0,1010.0,1.79,0,0,1,1,0,0,1,0,14.0,1807.9,0,0,1,Unhealthy_Sensitive,91.0
2014,8,10,7,19,22.0,1004.0,1.79,0,0,2,1,0,1,0,0,3.0,1797.16,0,0,0,Good,31.0
2011,8,2,18,17,28.0,1007.0,47.83,0,0,2,2,0,0,1,0,11.0,48164.81,0,0,1,Moderate,72.0
2012,10,2,16,12,24.0,1011.0,9.84,0,0,3,2,0,0,1,0,12.0,9948.24,0,0,1,Very_Unhealthy,162.0
2014,11,4,9,0,7.0,1017.0,0.89,0,0,3,1,0,0,0,1,7.0,905.13,0,1,4,Unhealthy_Sensitive,85.0
2012,6,5,14,7,34.0,1004.0,3.13,0,0,2,2,0,0,0,1,27.0,3142.52,0,0,4,Good,8.0
2011,3,12,0,-6,5.0,1012.0,1.78,0,0,1,0,0,0,0,1,11.0,1801.36,0,1,2,Hazardous,263.0
2011,7,31,8,23,26.0,1004.0,10.28,0,0,2,1,0,1,0,0,3.0,10321.12,0,0,0,Moderate,59.0
2013,3,26,10,0,7.0,1016.0,6.71,0,0,1,1,0,0,1,0,7.0,6817.36,0,1,2,Very_Unhealthy,217.0
2010,8,10,10,11,28.0,1007.0,4.02,0,0,2,1,1,0,0,0,17.0,4048.14,0,0,5,Moderate,45.0
2011,4,17,19,-11,14.0,1015.0,52.09,0,0,1,3,0,1,0,0,25.0,52871.350000000006,0,0,3,Unhealthy,120.0
2012,6,3,7,19,21.0,1007.0,0.89,0,0,2,1,0,0,0,1,2.0,896.23,0,0,4,Very_Unhealthy,244.0
2013,12,10,13,-19,6.0,1016.0,20.12,0,0,0,2,0,1,0,0,25.0,20441.92,0,1,3,Good,16.0
2011,1,15,5,-27,-11.0,1040.0,52.09,0,0,0,0,0,1,0,0,16.0,54173.600000000006,0,1,3,Good,9.0
2012,8,9,5,20,21.0,1007.0,1.78,0,0,2,0,0,0,0,1,1.0,1792.46,0,0,4,Good,10.0
2012,7,4,22,17,26.0,1003.0,34.86,0,0,2,3,0,0,1,0,9.0,34964.58,0,0,1,Unhealthy_Sensitive,83.0
2013,5,27,1,15,17.0,1010.0,1.79,0,0,1,0,1,0,0,0,2.0,1807.9,0,0,5,Moderate,56.0
2011,5,24,0,8,20.0,1013.0,52.09,0,0,1,0,0,0,1,0,12.0,52767.170000000006,0,0,1,Moderate,53.0
2010,3,25,12,-20,7.0,1028.0,51.85,0,0,1,1,0,1,0,0,27.0,53301.8,0,1,3,Good,12.0
2014,1,25,2,-17,-1.0,1023.0,0.89,0,0,0,0,0,0,0,1,16.0,910.47,0,1,2,Moderate,53.0
2012,9,4,2,10,14.0,1015.0,0.89,0,0,3,0,0,0,0,1,4.0,903.35,0,0,4,Good,14.0
2012,11,30,5,-18,-3.0,1028.0,22.8,0,0,3,0,1,0,0,0,15.0,23438.4,0,1,5,Good,24.0
2010,4,6,14,-17,16.0,1024.0,5.81,0,0,1,2,0,1,0,0,33.0,5949.44,0,0,2,Good,16.0
2010,4,15,12,2,6.0,1021.0,52.09,0,0,1,1,0,0,1,0,4.0,53183.89000000001,0,0,3,Very_Unhealthy,203.0
2010,12,14,5,-23,-11.0,1033.0,13.86,0,0,0,0,0,1,0,0,12.0,14317.38,0,1,2,Good,17.0
2011,8,30,16,23,30.0,1006.0,4.92,0,0,2,2,0,0,1,0,7.0,4949.52,0,0,1,Unhealthy,136.0
2014,1,15,23,-10,-2.0,1029.0,0.89,0,0,0,3,0,0,0,1,8.0,915.81,0,1,2,Hazardous,283.5
2012,8,7,1,24,26.0,1008.0,0.89,0,0,2,0,0,0,0,1,2.0,897.12,0,0,4,Moderate,52.0
2012,4,15,14,-3,27.0,1007.0,4.02,0,0,1,2,0,0,0,1,30.0,4048.14,0,0,4,Good,27.0
2014,9,23,12,16,18.0,1018.0,4.02,0,0,3,1,0,1,0,0,2.0,4092.36,0,0,0,Moderate,36.0
2010,2,9,5,-6,-5.0,1022.0,5.81,0,0,0,0,0,1,0,0,1.0,5937.82,0,1,2,Very_Unhealthy,241.0
2012,5,24,13,-4,27.0,1011.0,7.15,0,0,1,2,0,1,0,0,31.0,7228.650000000001,0,0,0,Good,10.0
2014,6,6,9,18,26.0,1004.0,6.71,0,0,2,1,0,0,1,0,8.0,6736.84,0,0,1,Unhealthy_Sensitive,99.0
2012,5,16,16,-1,28.0,1001.0,52.09,0,0,1,2,0,1,0,0,29.0,52142.09,0,0,3,Good,28.0
2014,12,5,19,-19,0.0,1025.0,2.68,0,0,0,3,0,0,1,0,19.0,2747.0,0,1,2,Unhealthy_Sensitive,97.0
2013,2,17,4,-2,-1.0,1018.0,2.67,0,0,0,0,0,0,0,1,1.0,2718.06,0,1,2,Hazardous,255.0
2013,7,4,19,20,25.0,993.0,4.02,0,0,2,3,1,0,0,0,5.0,3991.86,0,0,5,Good,29.0
2010,10,4,23,10,13.0,1016.0,1.78,0,0,3,3,0,0,1,0,3.0,1808.48,0,0,1,Moderate,42.0
2012,8,24,11,16,27.0,1015.0,4.46,0,0,2,1,0,0,0,1,11.0,4526.9,0,0,4,Unhealthy,125.0
2011,3,30,21,-5,14.0,1017.0,1.79,0,0,1,3,0,0,1,0,19.0,1820.43,0,1,2,Moderate,72.0
2011,8,30,4,22,23.0,1009.0,7.15,0,0,2,0,1,0,0,0,1.0,7214.35,0,0,5,Very_Unhealthy,191.0
2013,5,15,12,4,26.0,1017.0,3.58,0,0,1,1,0,0,0,1,22.0,3640.86,0,0,4,Moderate,75.0
2013,12,3,9,-10,7.0,1024.0,3.13,0,0,0,1,0,1,0,0,17.0,3205.12,0,1,2,Moderate,73.0
2013,4,19,21,1,5.0,1023.0,41.56,0,0,1,3,0,0,1,0,4.0,42515.880000000005,0,0,1,Moderate,71.0
2012,8,25,2,16,19.0,1013.0,11.63,0,0,2,0,0,0,1,0,3.0,11781.19,0,0,1,Unhealthy_Sensitive,104.0
2012,3,1,20,1,2.0,1024.0,0.89,0,0,1,3,0,0,0,1,1.0,911.36,0,1,2,Very_Unhealthy,213.0
2012,4,28,7,-5,12.0,1013.0,1.78,0,0,1,1,0,0,0,1,17.0,1803.14,0,0,4,Unhealthy_Sensitive,108.0
2010,10,19,11,7,9.0,1028.0,2.67,0,0,3,1,0,0,0,1,2.0,2744.76,0,0,4,Unhealthy_Sensitive,81.0
2011,3,9,2,-16,3.0,1030.0,42.03,0,0,1,0,0,1,0,0,19.0,43290.9,0,1,3,Good,7.0
2010,12,1,6,-1,1.0,1015.0,1.79,0,0,0,0,0,0,1,0,2.0,1816.85,0,1,2,Very_Unhealthy,239.0
2010,1,16,4,-15,-12.0,1035.0,1.78,0,0,0,0,1,0,0,0,3.0,1842.3,0,1,2,Very_Unhealthy,249.0
2014,9,12,9,18,21.0,1016.0,2.68,0,0,3,1,0,0,1,0,3.0,2722.88,0,0,1,Moderate,59.0
2012,3,15,1,-8,0.0,1029.0,47.82,0,0,1,0,0,0,1,0,8.0,49206.78,0,1,3,Moderate,62.0
2012,6,5,2,16,20.0,1003.0,5.37,0,0,2,0,1,0,0,0,4.0,5386.11,0,0,5,Moderate,72.0
2011,8,24,22,20,21.0,1013.0,1.79,0,0,2,3,1,0,0,0,1.0,1813.27,0,0,5,Unhealthy_Sensitive,115.0
2010,5,15,11,13,24.0,1014.0,0.89,0,0,1,1,0,0,0,1,11.0,902.46,0,0,4,Very_Unhealthy,185.0
2011,8,6,1,22,24.0,1006.0,46.95,0,0,2,0,0,0,1,0,2.0,47231.7,0,0,1,Unhealthy_Sensitive,112.0
2014,6,19,22,18,23.0,1006.0,0.89,0,0,2,3,0,0,0,1,5.0,895.34,0,0,4,Moderate,72.0
2010,1,25,18,-19,-1.0,1031.0,7.15,0,0,0,2,0,0,1,0,18.0,7371.650000000001,0,1,2,Moderate,72.0
2013,6,24,18,20,29.0,1000.0,34.41,0,0,2,2,0,0,1,0,9.0,34410.0,0,0,1,Unhealthy,122.0
2010,1,17,2,-14,-11.0,1031.0,1.34,0,0,0,0,0,0,0,1,3.0,1381.5400000000002,0,1,2,Very_Unhealthy,205.0
2012,1,20,17,-23,-4.0,1035.0,52.09,0,0,0,2,1,0,0,0,19.0,53913.15,0,1,3,Good,13.0
2010,4,29,1,-4,7.0,1012.0,1.79,0,0,1,0,0,0,1,0,11.0,1811.48,0,0,1,Good,16.0
2010,3,27,4,-4,4.0,1024.0,4.92,0,0,1,0,0,0,1,0,8.0,5038.08,0,1,2,Unhealthy,127.0
2011,3,27,8,-16,10.0,1026.0,52.09,0,0,1,1,0,1,0,0,26.0,53444.34,0,1,3,Good,21.0
2012,6,25,15,21,26.0,1005.0,19.22,0,0,2,2,0,0,1,0,5.0,19316.1,0,0,1,Unhealthy,118.0
2011,6,9,4,18,19.0,1004.0,0.89,0,0,2,0,0,1,0,0,1.0,893.5600000000001,0,0,0,Very_Unhealthy,188.0
2014,10,1,5,7,11.0,1018.0,0.89,0,0,3,0,0,0,0,1,4.0,906.02,0,0,4,Unhealthy_Sensitive,80.0
2011,11,5,16,3,12.0,1026.0,7.15,0,0,3,2,1,0,0,0,9.0,7335.900000000001,0,1,5,Good,35.0
2011,12,18,14,-20,3.0,1031.0,1.78,0,0,0,2,0,0,0,1,23.0,1835.18,0,1,2,Moderate,40.0
2011,1,16,8,-24,-12.0,1038.0,4.47,0,0,0,1,0,1,0,0,12.0,4639.86,0,1,2,Good,11.0
2011,12,9,23,-16,-3.0,1033.0,52.09,0,0,0,3,0,1,0,0,13.0,53808.97,0,1,3,Good,11.0
2011,5,22,13,0,31.0,1010.0,12.96,0,0,1,2,0,0,1,0,31.0,13089.6,0,0,1,Moderate,55.0
2012,8,4,23,24,26.0,1011.0,29.51,0,0,2,3,0,0,1,0,2.0,29834.61,0,0,1,Good,29.0
2010,9,18,17,14,18.0,1014.0,8.05,0,0,3,2,0,0,1,0,4.0,8162.700000000001,0,0,1,Good,23.0
2011,6,9,21,17,27.0,1000.0,33.08,0,0,2,3,0,0,1,0,10.0,33080.0,0,0,1,Unhealthy_Sensitive,96.0
2011,7,31,11,22,30.0,1004.0,19.22,0,0,2,1,0,1,0,0,8.0,19296.88,0,0,0,Good,29.0
2012,3,1,19,1,1.0,1024.0,1.78,0,0,1,3,0,0,1,0,0.0,1822.72,0,1,2,Very_Unhealthy,208.0
2012,8,16,18,19,29.0,1009.0,25.92,0,0,2,2,0,0,1,0,10.0,26153.28,0,0,1,Moderate,64.0
2013,8,22,21,21,24.0,1009.0,0.89,0,0,2,3,0,0,0,1,3.0,898.01,0,0,4,Unhealthy,123.0
2012,3,27,9,-5,15.0,1022.0,26.38,0,0,1,1,0,1,0,0,20.0,26960.36,0,1,3,Unhealthy,119.0
2014,2,4,1,-31,-4.0,1030.0,12.52,0,0,0,0,0,1,0,0,27.0,12895.6,0,1,2,Good,7.0
2010,5,4,15,15,25.0,1000.0,11.17,0,0,1,2,0,0,1,0,10.0,11170.0,0,0,1,Unhealthy_Sensitive,104.0
2013,5,13,19,9,23.0,1000.0,22.8,0,0,1,3,0,0,1,0,14.0,22800.0,0,0,1,Unhealthy,120.0
2014,8,10,19,18,31.0,1001.0,18.78,0,0,2,3,0,0,1,0,13.0,18798.78,0,0,1,Moderate,43.0
2014,3,7,0,-13,1.0,1029.0,26.82,0,0,1,0,0,0,1,0,14.0,27597.78,0,1,2,Moderate,67.0
2014,5,28,5,9,15.0,1003.0,1.78,0,0,1,0,1,0,0,0,6.0,1785.34,0,0,5,Moderate,38.0
2013,6,23,18,16,30.0,1001.0,12.52,0,0,2,2,0,0,1,0,14.0,12532.52,0,0,1,Moderate,65.0
2010,1,26,16,-17,1.0,1021.0,4.92,0,0,0,2,0,0,1,0,18.0,5023.32,0,1,2,Unhealthy,144.0
2010,9,30,7,8,9.0,1019.0,0.89,0,0,3,1,0,1,0,0,1.0,906.91,0,0,0,Moderate,72.0
2011,7,19,21,21,24.0,1002.0,17.44,0,0,2,3,0,0,1,0,3.0,17474.88,0,0,1,Moderate,50.0
2010,7,1,23,19,22.0,1000.0,4.92,0,0,2,3,0,1,0,0,3.0,4920.0,0,0,0,Moderate,37.0
2011,5,28,15,12,33.0,1007.0,34.88,0,0,1,2,0,0,1,0,21.0,35124.16,0,0,1,Unhealthy,124.0
